"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 13 17:58:28 GMT 2024","Tue Aug 13 17:58:43 GMT 2024","14692","tests","main_test","TestProfileFeature","","","testеest",""
