"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 16 17:40:38 GMT 2024","Fri Aug 16 17:40:48 GMT 2024","10190","tests","main_test","TestProfileFeature","","","testеest",""
